Gene_Symbol
CG1773
CG18128
CG15676
CG6347
CG13168
DnaJ-60
CG6262
Ssl
l(2)02045
CG13544
PpD5
Tsp42A
CG30015
twi
CG13337
CG8249
CG12914
CG13334
CG13148
Pros28.1B
CG13569
MCPH1
CG16739
CG11635
CG9284
CG15674
CG13322
CG16894
CG30488
CG12464
CG30324
CG30412
CG14757
CG10764
PpY-55A
CG4286
CG13353
CG9861
lat
CG30222
tomboy40
Grx-1
CG18335
CG12866
CG7848
CG12853
CG15873
CG11362
CG16716
CG13581
CG3499
CG5089
CG16741
Spn43Aa
PebIII///DsimPebIII
CG15605
CG12861
Arp53D
Trap1
Pfk
CG13167
CG9036
CG8712
CG9313
CG13538
CG9308
Obp50b
CG7722
CalpA
CG11125
Menl-2
CG13872
pio
CG15117
CG13442
CG11060
IM18
sut3
CG9406
CG10734
CG12917
CG13871
emp
CG5327
CG2736
CG12902
CG30391
CG30460
Dgk
CG30278
CG2857
DnaJ-60
CG10822
CG14483
CG14759
fat-spondin
CG13160
CG12376
CG10307
CG4021
CG3483
fzr2
CG11206
CG15227
CG13340
CG12442
CG6758
CG18605
aft
CG11123
PebII
CG8707
Tsp42Eh
RhoGEF2
vir
CG12895
CG4847
CG15917
CalpA
CG3295
isopeptidase-T-3
Nxt1
CG8446
CG13335
CG2264
CG8335
Sox14
CG13190
CG18067
CG4030
lack
Dgp-1
CG13567
CG13192
CG2970
CG11400
CG5360
CG3814
CG10069
CG9350
CG13319
---
SP2637
CG8776
Mmp1
CG9890
CG18324
qkr58E-3
GstS1
Acp53C14b
CG17724
ix
CG8247
Mmp1
CG7220
CG4646
qkr54B
Eps-15
Nipped-A
CG15096
CG12140
CalpA
nord
Act57B
CG15111
CG15710
endoB
otk
cnn
CG3162
Ssrp
unc-5
CG30401
CG11788
18w
CG2093
CG8055
CG9143
Wnt2
pio
CG16898
CG5323
Cyp9c1
CG3700
CG3231
CG9871
CG10062
CG13540
wdp
bgcn
CG17034
CG8258
---
Mmp1
CG4612
sls
Six4
CG11801
yip7
CG9391
CG12520
CG5078
Acp63F
CG6765
AlCR2
Fbp1
CG13461
CG14982
CG10147
CG32302
sa
CG6628
ninA
CG14082
CG12034
CG6498
CG10426
nmo
CG7306
Neos
CG12310
Ufd1-like
Hsc70-1
Ac78C
Or71a
CG33514
Gr64c
CG10971
CG5964
CG17637
CG32209
CG5660
LysS
CG1299
CG8023
CG4603
CG10477
Gr63a
CG7376
CG10587
CG6149
CG6168
CG14105
CG6071
CG7298
CG7579
CG32201
CG8492
CG13711
CG13310
Acp76A
CG17150
CG14116
CG2213
Las
Acp70A
CG7047
AlCR2
CG7304
CG14567
CG7112
CG7402
CG13309
CG14957
Lsp2
CG12362
CG7076
CG12014
CG14820
blue
Jon65Aiv
CG32224
CG7927
SMSr
CG14455
CG1309
Or74a
CG32105
CG32108
nAcR64B
Sac1
CG17181
CG13721
SNCF
bol
CG6512
Ank2
CG8765
CG17177
CG10858
CG10713
CG8562
Ero1L
CG4818
CG14110
CG33983
CG7017
CG12766
CG13679
CG9781
CG10191
CG32022
---
CG18231
CG7430
CG13042
CG10361
Uch-L3
CG10862
CG5665
dro3
Acp62F
CG12605
CG9299
CG12976
CG6053
CG32383
CG10586
FR
CG5150
Arr2
LysX
Srp54k
CG6409
CG6004
prc
msopa
CG4613
ple
CG10591
CG14989
CG7188
CG32369
CG12502
CG11037
nAcR64B
CG6404
CG7955
CG17150
CG12607
CG5883
rpr
CG10984
CG18234
CG33054
CG32444
CG4669
CG7550
CG33232
Tsp66A
CG18223
CG33523
CG14838
CG10478
CG3306
Tektin-C
CG10508
CG6996
tna
CG9018
CG11249
CG12078
---
CG14995
CG7202
Tim13
CG14154
CG10588
CG17150
CG14164
CG14113
CG5144
CG14955
Las
Cat
CG11588
CG12169
CG13479
CG14098
CG14183
CG32436
CG13893
sls
CG5653
schuy
CG13679
CG10510
Cyp312a1
CG1079
CG10855
CG7707
CG10419
CG7634
CG7348
CG8065
CG10508
park
CG6279
CG10660
CG8336
Cct2
CG6931
Pka-C3
Kap-1
CG7716
CG15005
CG32392
CG14077
CG8277
CG11251
CG14456
CG7441
CG4998
CG15878
CG5645
CG7366
vih
ran-like
mfr
CG32488
CG5103
CG11815
CG18171
DyakHsp67Bb
Hsc70-1
CG11726
CG11526
CG32407
CG10486
CG5741
CG12313
CG32186
CG10749
Reg-2
CG10616
CG13733
CG5906
Adk1
CG13700
CG32238
CG12377
Leucokinin
CG10752
mus312
CG7387
CG8560
CG13889
CG6652
CG13725
CG33054
CG8750
CG14076
CG13053
Faa
mex1
CG5684
CG14101///CG12229
tan
CG32112
CG6893
CG14968
CG10124
CG9449
CG18363
shd
CG14353
CG33287
CG14448
CG8219
D
CG6576
CG10589
Cyp305a1
CG8398
CG17687
CG9389
CG10512
CG18675///tipE
Best3
CG13481
CG10748
Oseg1
CG17122
CG11262
CG6776
CG17129
CG7616
CG32445
CG18233
CG9133
CG13719
Psa
CG32046
CG33057///mkg-p
CG9592
CG9449
CG32199
CG17030
CG14983
CG12983
CG7140
CG7573
CG32081
CG13463
CG6083
CG7448
CG5280
DyakHsp67Bb
CG13884
sls
CG32262
CG12035
CG18808
CG6052
CG12017
Roc1b
CG7658
CG8042
CG7828
CG6140
CG2113
CG7188
CG32064
CG7557
CG17150
CG17150
CG13405
CG18418
CG13667
CG14835
Tsp66A
CG8006
CG6761
CG1146
CG6709
CG12077
CG11281
CG17300
FucTD
CG13449
CG13030///DpseGA11985
CG32086
gk
CG3698
CG8549
CG14160
Trl
CG3982
Eig71Eg
CG7335
CG32319
CG10508
Pbprp1
CG32377
CG1134
CG33233
CG3222
CG4306
CG13926
CG11591
CG16758
CG7414
CG6497
CG6485
Hsc70-1
CG33234
Jafrac2
hale
CG9129
CG13032
---
CG13477
CG16979
fan///Dyakfan
CG6661
CG9279
CG6527
CG13723
CG3552
CG13476
CG12027
CG10064
CG7051
Tsp66A
CG7514
CG32462
TrpA1
CG6859
orb2
CG17744
CG17839
CG13891
CG15214
CG6372
CG9173
CG33054
CG14079
CG6914
CG14128
CG6333
CG2277
CG7264
robl62A
CG7804
CG13898
CG17154
CG7551
CG16984
bol
CG6888
CG13455
CG5718
CG10171
CG12521
CG14151
---
CG32437
CG9392
eg
CG8564
CG7276
CG9472
CG33233
CG13801
ppl
CG11226
CG5048
CG17666
CG13679
Adgf-B
CG12020
CG11404
CG6865
CG1887
CG12289
CG8368
CG9970
CG32351
CG32085
CG7368
CG13039
CG6091
CG13457
CG13473
CG13029
CG13471
Mst77F
CG3967
CG14990
CG32169
jim
CG13876
Ubp64E
eIF5B
CG13928
CG9004
nrm
CG1135
CG5130
CG7003
CG14087
Rgl
CG3279
CG8798
Jon65Aiii
stet
Est-6
siz
Ten-m
prominin-like
CG6038
CG9018
CG13907
CG13315
CG7427
MED10
CG9706
CG6833
CG7603
Eig71Ed
CG6680
---
CG32249
CG7529
CG18628
CG10063
CG6910
Oatp74D
CG5389
can
Msr-110
CG8004
jim
SA-2
mub
CG10646
CG9692
CG12493
CG5146
klu
RhoGEF3
SrpR
CG32088
fat2
CG1317
CG6812
CdsA
CG4022
Pdp1
CG3408
CG14973
mael
CG8765
bc10
CG8072
CG3967
CG11537
SAK
CG8281
CG10581
CG8793
CG7656
Nplp2
CG3618
CG13671
CG9018
Cdc27
Adgf-A
PH4NE2
CG1104
Cyp313b1
CG12420
Nup58
CG17843
CG4367
CG13597
CG7079
CG11951
CG11550
CG31036
CG12274
Obp99b
CG7126
CG15550
CG7142
CG10192
beat-Vc
Hsp68
CG4845
CG14893
NepYr
CG6069
CG8417
Cnx99A
CG31414
smp-30
CG1075
CG15539
CG11878
CG6923
sip3
CG5111
CG6271///CG6277
Dh
CG15537
CG6013
CG14520
CG7077
Or98b
CG17191
Spt3
Osi3
CG9702
CG7907
RpII18
CG17780
CG7710
CG3532
CG10035
CG2698
CG14507
CG11600
CG12558
Pde6
CG10221
CG1315
CG31562
CG17379
Or83a
CG3822
CG1342
CG3739
Pkc98E
CG3339
---
CG6690
CG4060
CG13318
sage
Cyp12a5
CG4053
CG15541
CG6985
CG13659
CG31419
CG5724
CG6439
MstProx
CG6752
CG9997
Est8
CG11598
CG2641
CG14877
CG11892
CG10029
CG15517
smp-30
CG11982
Osi23
CG6908
CG15515
CG11963
CG14508
CG6738
CG14313
CG6834
CG11168
CG12585
Cyp12a4
CG9590
CG14061
CG31051
CG5984
CG31108
CG5255
cul-5
bel///Dyakel
janA
Mst57Dc
CG33099
CG11876
CG5863
CG17189
CG7920
CG14713
CG6879
CG5860
CG4815
beat-Vb
tnc
CG6455
CG15186
CG4335
CG5514
knk
Cdep
CG18493
CG17931
CG17119
rn
sim
GstD6
bor
CG4390///DpseGA18152
CG10182
CG7940
CG13416
CG31493
CG10232
CG9759
Calx
CG17119
CG12278
CG5732
Eip93F
CG7920
Acp95EF
Rim
CG14905
Gr89a
Gr93a
CG11909
DNaseII
CG8774
CG13606
CG33324///gpp
CG10675
CG16766
Sas
CG7920
CG31176
CG5555
CG14331
CG13656
Or85b
CG6125
---
CG18472
Mst84Db
dj
CG14605
Jupiter
CG11703
CG5213
CG5494
Atg8b
CG15548
CG14540
Paip2
CG9589
CG31139
CG6784
CG6971
CG31244
CG7910
CG14839
CG9624
CG12516
CG15530
CG17991
CG14861
CG4520
CG4810
CG4288
rha
CG14735
CG13602
CG31204
CG10999
CG16732
CG6036
CG4073
CG14556
CG4956
CG13611
CG7362
CG14691
Rtnl2
CG8464
CG31013
CG31358
CG9602
CG14739
CG8478
CG1124
CG6130
SytIV
Rrp6
Hmgcr
CG14240
CG12069
CG4562
CG10113
CG7922
CG5276
CG5509
CG31025
CG2014
ImpE3
CG5987
CG17944
CG2100
CG13978
CG13830
CG8538
CG5823
CG7045
CG6790
CG7352
CG5388
CG15510
CG12162
CG9492
CG4770
CG3330
CG11779
CG18193
CG6184
CG11828
CG14721
CG11913
Ubc84D
CG6631
Pka-C2
CG6687
CG13662
CG14717
CG6188
CG9766
CG4704
CG10252
CG10298
Mst87F
CG14305
Mst84Dc
CG9682
CG18673
CG14876
CG33937
CG9611
Glut3
CG5538
CG4525
CG10317
CG12817
CG10694
CG1193
KP78b
CG11870
CG17195
CG14294
CG10164
CG5886
CG17197
CG11333
CG1988
CG10185
CG14297///DpseGA12886
att-ORFB///att-ORFA
Est3
Tace
CG10053
CG15178
Mst98Ca
CG6059
CG3999
CG8043
CG3942
CG13829
CG14282
CG5071
CG15177
CG1287
CG14731
CG17838
CG11035
CG31169
CG1971
CG11983
Pros28.1A
fzo
CG33092
CG4546
fig
CG2267
CG7669
CG14693
CG1340
dpr17
CG6129
CG16736
CG13843
Tim17a1
CG14546
CG11694
tomboy20
CG12256
CG4907
CG5478
CG8236
CG17838
CG11539
CG14290
CG3809
CG3610
CG12201
CG12783
CG14840
CG5623
Mst84Dd
yellow-e2
CG2616
ps
CG5768
CG14899
Tim17b1
CG15580
CG14676
Obp93a
Dhod
CG14355
CG10177
CG1076
CG5265
CG17230
CG7069
janB
CG15543
CG15498
CG12161
CG17462
CG31275
CG14718
CG15523
Jupiter
Nep4
CG1138
CG4323
Pglym87
CG7694
CG17770
CG14896
KrT95D
CG11722
CG6332
jar
CG7816
CG31099
CG14684
CG2104
CG14644
CG11880
CG17380
Mst89B
CG32944
CG8358
Adk3
CG14659
CG2241
CG6560
CG6921
CG7794
CG10919
Actn3
CG14662
Past1
sxe2
CG14880
CG7046
CG11373
CG11739
CG12250
CG31404
CG3517
CG14740
CG9632
Tub85E
CG6569
CG5024
CG15025
CG14609
CG14370
CG17198
Ho
CG16904
CG6136
CG9722
CG14383
CG13842
HP1e
Mst98Cb
CG8968
CG8420
CG5614
CG14891
CG17110
CG8489
CG5017
CG7886
Pros3T
CG9855
CG14315
CG15563
CG31473
CG6980
CG14708
CG14391
CG18516
CG10126
CG5768
CG3313
CG15695
CG15179
CG3153
CG10014
Pif2
nmdyn-D7
CG31369
tok
CG5250
CG6629
Obp99a///DyakObp99a
CG31391
CG5399
I-t
---
CG6643
CG17819
CG2053
CG5217
CG12816
CG10909
CG3061
CG31161
CG12250
CG4434
Est6
CG14868
CG11896
And
CG12402
CG31213
CG14864
CG14689
CG17196
CG14909
CG14610
CG13838
RpL10Aa
CG33324///gpp
CG7208
CG14380
Ssl2
CG4683
CG12147
CG3563///CG33330
Hsc70-2
CG3199
CG14736
Pif1A///Pif1B
ps
CG5768
CG4836
CG14691
Hex-t2
CG14668
CG17199
CG7131
CG8138
CG10841
CG12378
CG4706
Dhc98D
CG7342
Nep5
CG14384
Tub85D
CG17625
CG13855
CG8476
Ada
CG9801
Gld
CG12360
CG18268
CG8136
CG3581
CG5524
CG5402
CG10345
CG17387
ry
CG6255
CG9920
CG10365
CG31178
CG10845
CG7814
CG14262
CG12347
GstD9
CG10175
CG14237
Pif1A
CG17083
CG13661
ocn
CG17944
CG5959
CG4774
djl
CG15547
CG5514
CG8508
CG12784
CG17274
CG1288
CG15180
CG6356
CG14651
CG31546
CG12250
CG14316
CG17919
CG11656
CG5762
CG1137
CG11286
CG1979
CG7059
Ccap
Ald
Golgin84
CG14691
CG2336
CheB93a
CG14387
CG8526
CG7488
Rpt3R
CG10407
CG14870
CG5196
mia
Rbp4
CG14314
CG3301
RhoGAP88C
CG10562
CG5214
Tbp-1
Miro
CG5916
CG4509
CG11876
Mlc1
Ugt35b
---
unk
CG12880
CG10324
CG12590
CG9448
CG31278
tara
CG7168
eff
CG5077
CG4424
eIF-1A
CG17141
CG3301
CG16790
Mst57Da
CG11893
CG3301
CG10513
CG9797
CG1105
CG6784
mRpL55
MED7
CG4963
Sbf
CG9776
CG7146
Cdep
CG5849
DppIII///DsimDppIII
CG14696
mfas
Obp99c///DyakObp99c
CG12581
CG4673
ksr
pum
CG17836
Art6
Irbp
CG2095
CG31217
CG9837
Abd-B
CG14303
CG10553
Cyp6d5
UbcD6
Est7
pyd3
MtnA
RpS20///Dscam
CG3534
NK7.1
CG33111
CG6218
CG18041
unk
RpS19b
CG1894
CG10981
CG17735
Bruce
Mst57Db
CG4538
CG11819
RpII15
CG5840
gish
Tim17a2
CG17360
pasha
CG15185
Dhfr
Ald
MRG15
mod
Mtl
CG11608
CG10887
Anp
CG31388
l(3)s1921
CG10824
CG11152
CG11533
Caps
CG9782
Tsf1
CG12075
CG8974
CG5937
CG9059
CG10998
CG15446
CG9686
CG11384
br
CG3032
CG33222///CG11386
CG9673
CG17599
shf
CG9521
CG12990
per
CG15773
rad
CG3950
CG9675
CG2889
CG9512
CG6696
CG14774
CG6106
CG4395
CG14799
pcl
CG1998
CG9517
Karl
br
CG3775
Gs2
CG6762
CG5162
CG14191
CG10962
CG14232
CG7914
Scamp///DsimScamp
CG18258
Tsf1
CG12624
Tsf1
sog
CG15728
CG2254
CG3690
CG15369
mxc
CG9240
CG3239
CG9689
CG2278
CG32547
CG15453
CG11160
C901
Gr10b
Ser6
CG15059
CG1397
fne
CG15765
Cyp4g15
CG10362
Pp1-13C
Cyp311a1
CG15470
CG1791
CG14628
CG1440
CG3016
br
shi///Dsimshi
CG11462
CG12680
CG9072
CG12689
CG10996
CG14269
CG1503
CG2652
CG15208
CG11227
CG8260
Pomt2
CG17764
CG12395
CG12993
CG5877
ptr
CG9581
CG5662
CG17717
CG4661
CG2574
CG1324
CG12111
CG16721
Ranbp16
CG9518
CG9106
CG10793
CG11369
CG13004
CG5062
CG17763
CG15742
SIP3
sws
CG1724
rux
CG18341
CG32572
CG13759
Tob
CG14631
comt
CG17003
CG11663
CG6903
CG17438
CG2061
CG15200
CG2854///CG33218
CG5334
CG1819
CG4198
xmas-1
CG12534
CG12698
CG32703
CG7755///CG2901
CG4955
CG18155
CG13008
oc
CG10998
Syx4
CG12479
CG12118
CG14785
ATP7
CG16782
Andorra
CG7349
CG8188
Shawn///Tyler
CG8565
RabX2
CG4095
CG13008
CG8316
CG3062
CG15459
CG9777
CG15196
CG11106
shi///Dsimshi
CG11068
CG10998
CG15031
CG10920
CG12992
CG15035
inx5
CG12693
CG13010
CG12681
CG10761
CG15576
CG3708
CG8509
xmas-2
CG1394
CG8105
CG1722
CG1387
CG32650
CG15572
---
CG6470
CG2898
CG8958
CG1835
CG12679
CG12692
CG15198
CG15296
mus101
CG15767
CG10970
CG15578
CG14801
CG6789
CG2147
CG1826
CG32755
CG10801
CG1628
CG2533
CG6873
CG12609
CG15577
CG3781
CG8918
CG15034
CG10962
CG3323
CG15059
CG11697
CG14212
CG7024
CG12682
CG1958
CG4349
CG10958
CG2750
CG18358
CG12637
TrxT
CG1801
CG14579
CG12729
CG32548
CG1999
CG15450
CG9906
Dhc16F
CG12470
CG12179
fs(1)N
CG11368
CG9570
CG12231
CG12725
CG15452
CG11756
CG16781
CG14617
CG12691
CG6481
CG15306
CG1924
CG1409
Gas8
CG1314
CG3795
CG13021
CG5347
CG15472
CG2577
CG11227
CG15059
CG32859
CG1950
CG2209
CG3777
CG10962
CG12684
CG15579
CG7860
CG8128
hydra
CG11379
sgg
CG6041
CG3585
l(1)1Bi
br
CG15211
CG2233
Spat
CG32708
unc-119
peb
if
CG15599
Scamp///DsimScamp
CG3556
CG8097
Grip128
regucalcin
CG7246
CG11418
CG15916
CG4068
CG32533
CG32702
sgg
CG1572
sbr
CG2145
CG9170
CG14213
cactin
CG8119
l(1)dd4
CG8206
CG2909
rap
rdgA
br
ben
bnb
Cyp4g1
CG11178
CG1673
CG16989
Tsp2A
mRpL38
CG15445
CG9360
CG14804
Ant2
Karl
OdsH
shi///Dsimshi
NFAT
CG15332
Scamp///DsimScamp
CG4407
CG7766
up
LIMK1
CG6324
